,Original Word (Input), Modernized Word (Ground Truth),Naive Baseline,Model Prediction
6244,disposicion,última,disposición,altima
6245,primeros,los,primeros,los
6246,a,a,a,a
6247,este,este,este,este
6248,vienen,allá,vienen,all
6249,v,vuestra,vuestra,vuestra
6250,hijo,hijo,hijo,hijo
6251,tienen,tienen,tienen,tienen
6252,q,que,que,que
6253,estimada,estimadoña,estimada,estimadoña
6254,en,bienes,en,bienes
6255,en,en,en,en
6256,saber,con,saber,con
6257,de,de,de,de
6258,tenido,tenido,tenido,tenido
6259,por,por,por,por
6260,fuentidueña,fuentidueña,अ,fuentiduea
6261,señordos,señordos,अ,señordos
6262,ubiere,hubiere,hubiere,hubiere
6263,y,y,y,y
6264,el,él,el,el
6265,manos,manos,manos,manos
6266,manuel,manuel,manuel,manuel
6267,quatro,cuatro,cuatro,cuatro
6268,lo,lo,lo,lo
6269,rissa,risa,अ,risa
6270,muchas,doy,muchas,doy
6271,aber,haber,haber,haber
6272,que,que,que,que
6273,vida,vida,vida,vida
6274,ira,irá,irá,ir
6275,y,madre,y,madre
6276,la,la,la,la
6277,mas,más,más,mas
6278,ese,ese,ese,ese
6279,falta,falta,falta,falta
6280,nada,nada,nada,nada
6281,mis,mis,mis,mis
6282,esta,esta,esta,esta
6283,me,me,me,me
6284,los,los,los,los
6285,con,con,con,con
6286,veras,veras,veras,verás
6287,y,y,y,y
6288,raçon,razón,razón,razn
6289,que,gracias,que,gracias
6290,dalas,dalas,अ,dalas
6291,pues,pues,pues,pues
6292,lo,lo,lo,lo
6293,administrarle,administrarle,अ,administrarle
6294,y,y,y,y
6295,era,era,era,era
6296,cuidado,cuidado,cuidado,cuidado
6297,saco,sacó,sacó,saco
6298,cinquente,cincuenta,अ,cincuenta
6299,rey,del,rey,del
6300,y,cuidado,y,cuidado
6301,q,que,que,que
6302,i,y,y,y
6303,que,que,que,que
6304,p,por,paternidad,por
6305,infinitas,infinitas,infinitas,infinitas
6306,paciencia,paciencia,paciencia,paciencia
6307,mirar,mirar,mirar,mirar
6308,hasta,hasta,hasta,hasta
6309,se,se,se,se
6310,orden,orden,orden,orden
6311,ellas,ellas,ellas,ellas
6312,yr,sin,ir,sin
6313,demas,demás,demás,dems
6314,que,que,que,que
6315,juyzio,juicio,अ,juicio
6316,dijera,dijera,dijera,dijera
6317,mojado,muy,mojado,muy
6318,pago,total,pago,total
6319,un,un,un,un
6320,la,la,la,la
6321,me,me,me,me
6322,por,por,por,por
6323,aca,acá,acá,ac
6324,este,este,este,este
6325,lo,lo,lo,lo
6326,lo,lo,lo,lo
6327,si,si,si,si
6328,si,si,si,si
6329,vs,a,vsa,a
6330,todo,todo,todo,todo
6331,s,su,su,su
6332,de,de,de,de
6333,los,los,los,los
6334,de,de,de,de
6335,de,de,de,de
6336,consiensia,conciencia,conciencia,conciencia
6337,para,para,para,para
6338,que,que,que,que
6339,ayuden,ayuden,ayuden,aauden
6340,que,que,que,que
6341,la,merecerte,la,merecerte
6342,dizen,dicen,dicen,dicen
6343,quien,a,quien,a
6344,por,por,por,por
6345,desea,desea,desea,desea
6346,canonigo,canónigo,canónigo,cannigo
6347,me,me,me,me
6348,mil,mil,mil,mil
6349,resetas,recetas,अ,recetas
6350,los,los,los,los
6351,el,él,el,el
6352,dios,dios,dios,dios
6353,ssnia,escribanía,अ,escribana
6354,coche,con,el,con
6355,por,por,por,por
6356,de,de,de,de
6357,bm,vm,vm,vm
6358,ny,ni,ni,ni
6359,tenia,tenía,tenía,tena
6360,hallo,hallo,hallo,hallo
6361,1684pedro,1684pedro,अ,16pedro
6362,mi,mí,mi,me
6363,gral,general,general,general
6364,al,mención,al,mencin
6365,disponerlo,disponerlo,अ,disponerlo
6366,juebes,jueves,jueves,jueves
6367,la,la,la,la
6368,con,con,con,con
6369,q,que,que,que
6370,seis,seis,seis,seis
6371,tengan,tengan,tengan,tengan
6372,el,el,el,el
6373,q,que,que,que
6374,pues,pues,pues,pues
6375,efectos,efectos,efectos,efectos
6376,mas,más,más,mas
6377,asi,así,así,as
6378,que,que,que,que
6379,frias,frías,frías,fras
6380,lo,lo,lo,lo
6381,de,de,de,de
6382,parece,me,parece,me
6383,el,el,el,el
6384,del,del,del,del
6385,que,alivio,que,alivio
6386,dios,dios,dios,dios
6387,aberle,haberle,haberle,haberle
6388,como,como,como,como
6389,ny,ni,ni,ni
6390,quiso,quiso,quiso,quiso
6391,pobre,pobre,pobre,pobre
6392,sugetandome,sujetándome,अ,sujetndome
6393,dispensa,dispensa,dispensa,dispensa
6394,hallo,halló,hallo,hall
6395,mano,mano,mano,mano
6396,de,de,de,de
6397,quiere,quiere,quiere,quiere
6398,me,yo,me,yo
6399,cartas,cartas,cartas,cartas
6400,conveniençia,conveniencia,अ,conveniencia
6401,ay,hay,hay,hay
6402,dias,días,días,daas
6403,soberano,soberano,soberano,soberano
6404,qrido,querido,querido,querido
6405,sabe,sabe,sabe,sabe
6406,panama,panamá,panamá,panam
6407,de,de,de,de
6408,a,ha,a,ha
6409,dia,día,día,daa
6410,no,no,no,no
6411,pienso,que,pienso,que
6412,comulgr,comulgar,अ,comulgar
6413,le,le,le,le
6414,retor,rector,rector,rector
6415,ofreçido,ofrecido,ofrecido,ofrecido
6416,io,como,yo,como
6417,que,que,que,que
6418,pa,para,para,para
6419,del,del,del,del
6420,que,lo,que,lo
6421,la,la,la,la
6422,u,usted,usted,usted
6423,ruego,ruego,ruego,ruego
6424,los,los,los,los
6425,deje,no,deje,no
6426,alma,alma,alma,alma
6427,uno,uno,uno,uno
6428,llege,llegue,llegue,llegue
6429,a,llegado,a,llegado
6430,ir,ir,ir,ir
6431,para,para,para,para
6432,diese,diese,diese,diese
6433,las,las,las,las
6434,hofisio,oficio,अ,oficio
6435,de,de,de,de
6436,casa,casa,casa,casa
6437,hecho,hecho,hecho,hecho
6438,lo,lo,lo,lo
6439,vida,vida,vida,vida
6440,mire,mire,mire,mire
6441,la,la,la,la
6442,esa,esa,esa,esa
6443,de,antes,de,antes
6444,a,a,a,a
6445,valen,valen,valen,valen
6446,escriba,escriba,escriba,escriba
6447,o,u,o,u
6448,yo,porque,yo,porque
6449,paso,paso,paso,paso
6450,me,me,me,me
6451,de,juan,de,juan
6452,de,de,de,de
6453,con,padecidos,con,padecidos
6454,depare,depare,depare,depare
6455,papel,papel,papel,papel
6456,nada,nada,nada,nada
6457,lugr,señalándome,lugar,señalndome
6458,a,ha,a,ha
6459,se,se,se,se
6460,su,su,su,su
6461,tengo,tengo,tengo,tengo
6462,mas,más,más,mas
6463,suplicandole,suplicándole,suplicándole,suplicndole
6464,io,yo,yo,yo
6465,mi,mi,mi,mi
6466,ellos,ellos,ellos,ellos
6467,asta,será,hasta,será
6468,que,que,que,que
6469,a,a,a,a
6470,tpo,tiempo,tiempo,tiempo
6471,me,me,me,me
6472,que,que,que,que
6473,a,a,a,a
6474,al,al,al,al
6475,novienbre,noviembre,noviembre,noviembre
6476,de,de,de,de
6477,no,no,no,no
6478,se,se,se,se
6479,nada,nada,nada,nada
6480,la,la,la,la
6481,conoçera,conocerá,conocerá,conocer
6482,lade,y,lade,y
6483,lo,lo,lo,lo
6484,politica,política,política,poltica
6485,vidab,vidabesa,अ,vidabesa
6486,al,al,al,al
6487,si,sí,si,se
6488,te,te,te,te
6489,dudar,dudar,dudar,dudar
6490,y,y,y,y
6491,y,y,y,y
6492,pa,para,para,para
6493,moriscos,moriscos,अ,moriscos
6494,por,por,por,por
6495,sed,hambre,sed,hambre
6496,señor,señor,señor,señor
6497,dentro,dentro,dentro,dentro
6498,diga,diga,diga,diga
6499,á,fui,a,fuy
6500,en,en,en,en
6501,dios,dios,dios,dios
6502,tomase,los,tomase,los
6503,que,que,que,que
6504,gustoso,gustoso,gustoso,gustoso
6505,buelto,ha,vuelto,ha
6506,quoal,cual,cual,cual
6507,nuestro,nuestro,nuestro,nuestro
6508,que,que,que,que
6509,sra,la,señora,la
6510,perjuicio,perjuicio,perjuicio,perjuicio
6511,yo,yo,yo,yo
6512,fuersa,fuerza,fuerza,fuerza
6513,a,ha,a,ha
6514,asi,así,así,as
6515,deuda,deuda,deuda,deuda
6516,mismo,mismo,mismo,mismo
6517,creo,y,creo,y
6518,franzia,francia,francia,francia
6519,dezir,decir,decir,decir
6520,quto,cuánto,अ,cunto
6521,para,para,para,para
6522,de,de,de,de
6523,la,la,la,la
6524,gallo,salió,gallo,sali
6525,su,su,su,su
6526,apartamiento,apartamiento,apartamiento,apartamiento
6527,dar,dar,dar,dar
6528,d,enemigo,de,enemigo
6529,enbiara,enviará,enviará,enviar
6530,joseph,josé,josé,jos
6531,podido,he,podido,he
6532,dixeron,dijeron,dijeron,dijeron
6533,ansia,ansia,ansia,ansía
6534,cient,ciento,अ,ciento
6535,somos,somos,somos,somos
6536,y,y,y,y
6537,y,puede,y,puede
6538,toledo,toledo,toledo,toledo
6539,es,es,es,es
6540,por,por,por,por
6541,nos,nos,nos,nos
6542,saludan,saludan,अ,saludan
6543,al,al,al,al
6544,ocho,ocho,ocho,ocho
6545,de,de,de,de
6546,y,y,y,y
6547,que,que,que,que
6548,no,no,no,no
6549,a,a,a,a
6550,y,y,y,y
6551,apoderado,apoderado,apoderado,apoderado
6552,respeto,respeto,respeto,respeto
6553,q,que,que,que
6554,otras,otras,otras,otras
6555,que,que,que,que
6556,tolerable,tolerable,अ,tolerable
6557,fyrme,firme,अ,firme
6558,agosto,agosto,agosto,agosto
6559,haga,haga,haga,haga
6560,la,la,la,la
6561,mias,mías,mías,maas
6562,doctoral,doctoral,doctoral,doctoral
6563,interes,interés,interés,inters
6564,la,la,la,la
6565,los,de,los,de
6566,ella,ella,ella,ella
6567,motivo,motivo,motivo,motivo
6568,de,de,de,de
6569,m,merced,mano,merced
6570,le,le,le,le
6571,que,que,que,que
6572,que,que,que,que
6573,a,quitara,a,quitara
6574,bolvio,volvió,volvió,volvi
6575,profesa,vm,profesa,vm
6576,asiste,asiste,asiste,asiste
6577,mismo,mismo,mismo,mismo
6578,cuidadosa,cuidadosa,अ,cuidadosa
6579,daras,goce,darás,goce
6580,naypes,naipes,naipes,naipes
6581,un,un,un,un
6582,en,en,en,en
6583,de,de,de,de
6584,en,en,en,en
6585,sr,señor,señor,señor
6586,verte,verte,verte,verte
6587,contigo,contigo,contigo,contigo
6588,gustantes,gustantes,अ,gustantes
6589,licito,lícito,lícito,licito
6590,frayles,frailes,frailes,frailes
6591,finas,finas,finas,finas
6592,yo,yo,yo,yo
6593,en,en,en,en
6594,nro,nuestro,nuestro,nuestro
6595,para,para,para,para
6596,lo,lo,lo,lo
6597,le,le,le,le
6598,se,se,se,se
6599,porque,porque,porque,porque
6600,saliesen,saliesen,अ,saliesen
6601,meses,meses,meses,meses
6602,le,le,le,le
6603,mismo,mismo,mismo,mismo
6604,intentar,intentar,अ,intentar
6605,viene,viene,viene,viene
6606,de,de,de,de
6607,la,la,la,la
6608,su,su,su,su
6609,concertado,concertado,concertado,concertado
6610,no,no,no,no
6611,mi,muy,mi,muy
6612,virtuosa,virtuosa,अ,virtuosa
6613,de,de,de,de
6614,de,de,de,de
6615,letras,letras,letras,letras
6616,porque,porque,porque,porque
6617,la,la,la,la
6618,estado,estado,estado,estado
6619,ser,ser,ser,ser
6620,dara,dará,dará,dar
6621,conoze,conoce,conoce,conoce
6622,la,la,la,la
6623,quisiera,y,quisiera,y
6624,el,el,el,el
6625,y,y,y,y
6626,pobre,pobre,pobre,pobre
6627,yo,yo,yo,yo
6628,si,si,si,si
6629,pero,pero,pero,pero
6630,sus,sus,sus,sus
6631,censos,censos,censos,censos
6632,de,de,de,de
6633,toda,toda,toda,toda
6634,con,con,con,con
6635,sepa,sepa,sepa,sepa
6636,de,de,de,de
6637,y,y,y,y
6638,servirte,servirte,servirte,servirte
6639,toda,toda,toda,toda
6640,mucho,mucho,mucho,mucho
6641,de,de,de,de
6642,poco,poco,poco,poco
6643,y,y,y,y
6644,si,si,si,si
6645,los,los,los,los
6646,para,para,para,para
6647,an,han,han,han
6648,de,de,de,de
6649,izabel,isabel,isabel,isabel
6650,i,y,y,y
6651,se,se,se,se
6652,la,ser,la,ser
6653,10,10,10,10
6654,libre,libre,libre,libre
6655,y,y,y,y
6656,mas,más,más,mas
6657,dire,diré,diré,dir
6658,pertinencia,pertinencia,अ,pertinencia
6659,ya,ya,ya,ya
6660,plas,placas,अ,placas
6661,supieras,supieras,अ,supieras
6662,de,de,de,de
6663,de,de,de,de
6664,mi,mí,mi,me
6665,are,haré,haré,har
6666,tomara,tomará,tomará,tomar
6667,me,me,me,me
6668,como,como,como,como
6669,el,el,el,el
6670,porque,porque,porque,porque
6671,rejir,regir,regir,regir
6672,gran,gran,gran,gran
6673,presente,presente,presente,presente
6674,num,número,número,numero
6675,as,años,años,años
6676,q,que,que,que
6677,querer,querer,querer,querer
6678,de,de,de,de
6679,lo,lo,lo,lo
6680,a,a,a,a
6681,que,que,que,que
6682,eran,eran,eran,eran
6683,yo,yo,yo,yo
6684,me,me,me,me
6685,haga,haga,haga,haga
6686,pr,por,por,por
6687,los,los,los,los
6688,como,como,como,como
6689,la,la,la,la
6690,corazonhe,he,he,he
6691,señor,señor,señor,señor
6692,no,no,no,no
6693,quiera,quiera,quiera,quiera
6694,enero,enero,enero,enero
6695,q,que,que,que
6696,mucho,mucho,mucho,mucho
6697,resultado,resultado,resultado,resultado
6698,que,que,que,que
6699,de,de,de,de
6700,mes,del,mes,del
6701,las,las,las,las
6702,bernardina,bernardina,अ,vernardina
6703,en,en,en,en
6704,puede,puede,puede,puede
6705,tersera,la,la,la
6706,el,el,el,el
6707,hasta,corrido,hasta,corrido
6708,estan,me,están,me
6709,que,que,que,que
6710,alteza,alteza,alteza,alteza
6711,andad,andad»,अ,andad
6712,slos,señorlos,अ,señorlos
6713,porque,porque,porque,porque
6714,lo,lo,lo,lo
6715,ygual,igual,igual,igual
6716,seguros,seguros,seguros,seguros
6717,de,de,de,de
6718,de,de,de,de
6719,quedo,y,quedo,y
6720,digo,digo,digo,digo
6721,abia,había,había,haba
6722,impedimento,impedimento,impedimento,impedimento
6723,vm,vm,vm,vm
6724,y,y,y,y
6725,a,a,a,a
6726,obligacion,obligación,obligación,obligacin
6727,y,manifestado,y,manifestado
6728,meses,meses,meses,meses
6729,o,o,o,o
6730,y,y,y,y
6731,mia,mía,mía,maa
6732,que,qué,que,que
6733,en,volviéndomelos,en,volvindomelos
6734,parece,parece,parece,parece
6735,de,de,de,de
6736,para,para,para,para
6737,gaspar,gaspar,gaspar,gaspar
6738,sa,señora,señora,señora
6739,su,su,su,su
6740,y,y,y,y
6741,dn,don,don,don
6742,y,despachen,y,despachen
6743,venaventte,benavente,अ,benavente
6744,dho,dicho,dicho,dicho
6745,se,se,se,se
6746,amor,amor,amor,amor
6747,mora,mora,mora,mora
6748,susesos,sucesos,अ,sucesos
6749,recepr,receptor,receptor,receptor
6750,de,de,de,de
6751,del,24,del,20
6752,mitad,mitad,mitad,mitad
6753,bedle,vedle,अ,vedle
6754,de,de,de,de
6755,q,que,que,que
6756,años,años,años,años
6757,en,en,en,en
6758,pagador,pagador,pagador,pagador
6759,tendre,tendré,tendré,tendr
6760,para,para,para,para
6761,y,y,y,y
6762,llora,llora,llora,llora
6763,terrenos,terrenos,अ,terrenos
6764,me,me,me,me
6765,perdonado,perdonado,perdonado,perdonado
6766,no,no,no,no
6767,de,de,de,de
6768,benido,venido,venido,venido
6769,se,se,se,se
6770,pues,pues,pues,pues
6771,no,no,no,no
6772,me,me,me,me
6773,bezes,veces,veces,veces
6774,tenga,tenga,tenga,tenga
6775,correo,correo,correo,correo
6776,las,las,las,las
6777,las,las,las,las
6778,de,de,de,de
6779,esta,esta,esta,esta
6780,discurro,discurro,discurro,discurro
6781,que,que,que,que
6782,ÿ,y,y,y
6783,de,de,de,de
6784,andar,andar,andar,andar
6785,mi,mi,mi,mi
6786,qe,que,que,que
6787,este,este,este,este
6788,una,una,una,una
6789,qe,qué,que,que
6790,del,del,del,del
6791,en,en,en,en
6792,porque,porque,porque,porque
6793,d,don,de,don
6794,a,ha,a,ha
6795,traygan,traigan,traigan,traigan
6796,el,él,el,el
6797,se,se,se,se
6798,sino,sino,sino,sino
6799,es,es,es,es
6800,detenga,detenga,detenga,detenga
6801,lo,lo,lo,lo
6802,con,con,con,con
6803,haçen,hacen,lo,hacen
6804,principales,los,principales,los
6805,panama,por,panamá,por
6806,al,al,al,al
6807,672,de,अ,de
6808,fetus,tus,अ,tus
6809,guicio,juicio,अ,juicio
6810,con,con,con,con
6811,m,manos,mano,manos
6812,de,de,de,de
6813,ofrece,ofrece,ofrece,ofrece
6814,con,con,con,con
6815,sido,ha,sido,ha
6816,y,y,y,y
6817,ofreceno,ofreceno,अ,ofreceno
6818,mal,mal,mal,mal
6819,e,y,he,y
6820,mas,más,más,mas
6821,que,que,que,que
6822,dios,dios,dios,dios
6823,4,4,4,y
6824,de,echaste,de,echaste
6825,le,le,le,le
6826,billetes,billetes,billetes,villetes
6827,derechos,tienen,derechos,tienen
6828,luego,que,luego,que
6829,se,se,se,se
6830,acarrea,acarrea,अ,acarrea
6831,tan,tan,tan,tan
6832,dara,dará,dará,dar
6833,nro,nuestro,nuestro,nuestro
6834,tan,tan,tan,tan
6835,quales,cuales,cuales,cuales
6836,no,no,no,no
6837,se,se,se,se
6838,con,con,con,con
6839,solo,sólo,sólo,selo
6840,dieron,dieron,dieron,dieron
6841,que,que,que,que
6842,sy,si,si,si
6843,quanto,cuanto,cuanto,cuanto
6844,lo,lo,lo,lo
6845,alga,alguna,alguna,alguna
6846,ocultado,ocultado,ocultado,ocultado
6847,no,no,no,no
6848,interior,interior,interior,interior
6849,que,que,que,que
6850,en,en,en,en
6851,por,por,por,por
6852,el,él,el,el
6853,porque,porque,porque,porque
6854,e,he,he,he
6855,nombrados,nombrados,अ,nomvrados
6856,mi,mi,mi,mi
6857,padre,francisco,padre,francisco
6858,hierro,el,hierro,el
6859,aun,aun,aun,aun
6860,al,al,al,al
6861,buenas,buenas,buenas,buenas
6862,q,que,que,que
6863,tengo,tengo,tengo,tengo
6864,suia,suya,suya,suya
6865,la,puerto,la,puerto
6866,a,a,a,a
6867,joseph,josé,josé,jos
6868,otra,otra,otra,otra
6869,resistirle,resistirle,अ,resistirle
6870,como,hermana,como,hermana
6871,descuide,descuide,descuide,descuide
6872,avia,habían,había,haban
6873,para,proporción,para,proporcin
6874,torcal,torcal,torcal,torcal
6875,lo,lo,lo,lo
6876,porq,porque,porque,porque
6877,testimonio,testimonio,testimonio,testimonio
6878,ademas,además,además,adems
6879,deseo,deseo,deseo,deseo
6880,monjas,monjas,monjas,monjas
6881,q,que,que,que
6882,que,que,que,que
6883,pena,pena,pena,pena
6884,enterado,enterado,enterado,enterado
6885,por,por,por,por
6886,jhspadre,jhspadre,jhspadre,jaspadre
6887,uno,uno,uno,uno
6888,puede,puede,puede,puede
6889,suele,gusto,suele,gusto
6890,sea,sea,sea,sea
6891,hara,hará,hará,har
6892,cabryto,cabrito,cabrito,cabrito
6893,las,las,las,las
6894,abiso,dar,aviso,dar
6895,vmd,vm,vm,vm
6896,luego,luego,luego,luego
6897,aunque,aunque,aunque,aunque
6898,ayan,hayan,hayan,hayan
6899,los,los,los,los
6900,tu,tú,tu,ta
6901,y,y,y,y
6902,como,como,como,como
6903,pie,pie,pie,pie
6904,vengan,vengan,vengan,vengan
6905,escandalo,escándalo,escándalo,escndalo
6906,entretanto,entretanto,entretanto,entretanto
6907,mendoza,mendoza,de,mendoza
6908,puerto,puerto,puerto,puerto
6909,vmd,vm,vm,vm
6910,q,que,que,que
6911,pratica,práctica,practica,prctica
6912,bledo,bledo,अ,bledo
6913,ignoranzia,ignorancia,ignorancia,ignorancia
6914,a,poderes,a,poderes
6915,tienpo,tiempo,tiempo,tiempo
6916,las,conciliar,las,conciliar
6917,recomiendan,recomiendan,अ,recomiendan
6918,dizen,dicen,dicen,dicen
6919,pan,pan,pan,pan
6920,la,la,la,la
6921,libro,libro,libro,libro
6922,aflijida,muy,afligida,muy
6923,tan,tan,tan,tan
6924,que,que,que,que
6925,porq,porque,porque,porque
6926,por,por,por,por
6927,tanto,tanto,tanto,tanto
6928,de,de,de,de
6929,que,que,que,que
6930,vmd,vm,vm,vm
6931,ÿ,y,y,y
6932,ó,o,o,o
6933,sin,cantabrana,sin,cantabrana
6934,aflicciones,qué,aflicciones,que
6935,para,para,para,para
6936,qe,inquisición,que,inquisicin
6937,de,de,de,de
6938,guarde,guarde,guarde,guarde
6939,costas,costas,costas,costas
6940,otros,otros,otros,otros
6941,en,en,en,en
6942,precisado,precisado,precisado,precisado
6943,que,que,que,que
6944,mi,de,mi,de
6945,en,en,en,en
6946,buelbo,vuelvo,vuelvo,vuelvo
6947,juez,juez,juez,juez
6948,caduca,caduca,अ,caduca
6949,es,es,es,es
6950,á,a,a,a
6951,desviar,desviar,अ,desviar
6952,sano,sano,bien,sano
6953,a,mandé,a,mand
6954,entiendan,entiendan,entiendan,entiendan
6955,1558,1558,1558,160
6956,de,28,de,20
6957,por,tenga,por,tenga
6958,mas,más,más,mas
6959,dando,ejecutarlo,dando,ejecutarlo
6960,valladolid,valladolid,valladolid,valladolid
6961,placa,plaza,plaza,plaza
6962,de,de,de,de
6963,aliente,aliente,अ,aliente
6964,dador,dador,dador,dador
6965,pena,pena,pena,pena
6966,naziese,naciese,अ,naciese
6967,crystyana,cristiana,cristiana,cristiana
6968,saldadas,saldadas,अ,saldadas
6969,maior,mayor,mayor,mayor
6970,q,que,que,que
6971,linias,líneas,अ,lineas
6972,extiede,extienden,अ,extienden
6973,yo,fui,yo,fuy
6974,divo,divino,divino,divino
6975,y,y,y,y
6976,y,y,y,y
6977,la,la,la,la
6978,procurar,procurar,procurar,procurar
6979,via,vía,vía,vaa
6980,porque,porque,porque,porque
6981,contar,contar,contar,contar
6982,a,a,a,a
6983,ornb,órdenesbesa,अ,drdenesbesa
6984,padra,padre,padre,padre
6985,en,en,en,en
6986,volvelle,volverle,अ,volverle
6987,consolada,consolada,estoy,consolada
6988,consuelo,consuelo,consuelo,consuelo
6989,fuera,fuera,fuera,fuera
6990,digno,digno,digno,digno
6991,en,en,en,en
6992,puso,puso,puso,puso
6993,no,no,no,no
6994,de,de,de,de
6995,vencio,venció,venció,venci
6996,el,el,el,el
6997,pues,amigos,pues,amigos
6998,m,mano,mano,mano
6999,de,de,de,de
7000,berjas,verjas,verjas,verjas
7001,por,por,por,por
7002,a,a,a,a
7003,la,la,la,la
7004,que,que,que,que
7005,quedo,quedo,quedo,quedo
7006,dios,dios,dios,dios
7007,a,a,a,a
7008,superàdas,superadas,अ,superadas
7009,â,a,a,a
7010,tengo,tengo,tengo,tengo
7011,de,de,de,de
7012,co,con,con,con
7013,portugal,portugal,portugal,portugal
7014,ans,1710,años,1610
7015,de,de,de,de
7016,ay,hay,hay,hay
7017,el,el,el,el
7018,conpro,compró,compró,compr
7019,lo,lo,lo,lo
7020,de,de,de,de
7021,de,de,de,de
7022,a,a,a,a
7023,grandes,grandes,grandes,grandes
7024,de,ha,de,ha
7025,ti,a,ti,a
7026,notar,notar,अ,notar
7027,otro,otro,otro,otro
7028,contemplas,contemplas,अ,contemplas
7029,que,que,que,que
7030,y,y,y,y
7031,haçer,hacer,hacer,hacer
7032,a,a,a,a
7033,sera,será,será,será
7034,dia,día,día,daa
7035,5,5,5,y
7036,espiritu,espíritu,espíritu,espritu
7037,vmd,vm,vm,vm
7038,de,de,de,de
7039,que,que,que,que
7040,la,con,la,con
7041,y,y,y,y
7042,nobleza,nobleza,nobleza,nobleza
7043,sabia,sabía,sabía,sabaa
7044,dio,dio,dio,dio
7045,durava,duraba,अ,duraba
7046,buena,buena,buena,buena
7047,y,y,y,y
7048,ablar,hablar,hablar,hablar
7049,si,si,si,si
7050,de,de,de,de
7051,ge,guarde,guarde,guarde
7052,quejarme,quejarme,अ,quejarme
7053,no,no,no,no
7054,de,de,de,de
7055,es,es,es,es
7056,actual,actual,la,actual
7057,no,no,no,no
7058,estado,estado,estado,estado
7059,un,un,un,un
7060,vmd,vm,vm,vm
7061,una,una,una,una
7062,lengua,lengua,lengua,lengua
7063,mi,mi,mi,mi
7064,asierto,acierto,acierto,acierto
7065,los,los,los,los
7066,ponga,ponga,ponga,ponga
7067,que,que,que,que
7068,esta,maría,esta,mara
7069,obo,obispo,obispo,obispo
7070,el,el,el,el
7071,comunicar,comunicar,comunicar,comunicar
7072,porq,más,porque,mas
7073,la,la,la,la
7074,gue,guarde,guarde,guarde
7075,finalizado,finalizado,अ,finalizado
7076,tiene,no,tiene,no
7077,no,no,no,no
7078,m,mano,mano,mano
7079,libros,libros,libros,libros
7080,el,consiste,el,consiste
7081,m,padre,mano,padre
7082,bino,vino,vino,vino
7083,de,de,de,de
7084,esto,esto,esto,esto
7085,dios,dios,dios,dios
7086,campo,campo,campo,campo
7087,tampoco,tampoco,tampoco,tampoco
7088,vos,que,vos,que
